total_prize_fixed,total_prize_real,net_profit_fixed,net_profit_real,max_drawdown,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
200000,200000.0,-614400,-614400.0,-614400,0,0,0,2,4,21,27,274,221,448
202300,202300.0,-612100,-612100.0,-612100,0,0,0,2,4,23,40,262,204,449
136700,136700.0,-677700,-677700.0,-677700,0,0,0,0,1,14,36,259,182,448
137500,137500.0,-676900,-676900.0,-676900,0,0,0,0,0,21,31,254,201,427
130200,130200.0,-684200,-684200.0,-684200,0,0,0,0,1,7,31,249,195,443
146600,146600.0,-667800,-667800.0,-667800,0,0,0,0,0,30,32,279,185,449
184800,184800.0,-629600,-629600.0,-629600,0,0,0,1,4,23,51,242,195,468
168900,168900.0,-645500,-645500.0,-645500,0,0,0,1,2,18,42,257,197,446
171300,171300.0,-643100,-643100.0,-643100,0,0,0,1,2,23,34,260,207,439
155400,155400.0,-659000,-659000.0,-659000,0,0,0,0,5,16,30,253,190,473
142400,142400.0,-672000,-672000.0,-672000,0,0,0,0,3,15,29,254,188,438
163600,163600.0,-650800,-650800.0,-650800,0,0,0,0,6,22,35,262,182,454
141800,141800.0,-672600,-672600.0,-672600,0,0,0,0,2,13,36,275,183,449
151400,151400.0,-663000,-663000.0,-663000,0,0,0,0,4,17,32,250,181,478
293500,293500.0,-520900,-520900.0,-520900,0,0,1,0,3,13,30,253,192,454
148000,148000.0,-666400,-666400.0,-666400,0,0,0,0,0,23,37,266,205,472
159800,159800.0,-654600,-654600.0,-654600,0,0,0,1,1,14,35,246,213,434
149200,149200.0,-665200,-665200.0,-665200,0,0,0,0,3,19,34,254,189,452
169500,169500.0,-644900,-644900.0,-644900,0,0,0,1,2,18,32,265,199,480
155400,155400.0,-659000,-659000.0,-659000,0,0,0,0,3,21,28,268,197,492
166000,166000.0,-648400,-648400.0,-648400,0,0,0,0,6,19,44,243,187,475
182600,182600.0,-631800,-631800.0,-631800,0,0,0,1,4,17,46,273,208,457
168400,168400.0,-646000,-646000.0,-646000,0,0,0,0,7,15,42,274,183,476
162400,162400.0,-652000,-652000.0,-652000,0,0,0,0,4,24,40,246,220,426
168700,168700.0,-645700,-645700.0,-645700,0,0,0,1,2,23,43,212,197,445
161000,161000.0,-653400,-653400.0,-653400,0,0,0,1,1,16,33,242,191,486
153300,153300.0,-661100,-661100.0,-661100,0,0,0,0,2,20,49,249,197,454
148800,148800.0,-665600,-665600.0,-665600,0,0,0,0,1,23,25,274,198,494
362100,362100.0,-452300,-452300.0,-452300,0,0,1,2,5,28,44,245,187,502
152000,152000.0,-662400,-662400.0,-662400,0,0,0,0,2,23,35,265,201,449
158500,158500.0,-655900,-655900.0,-655900,0,0,0,0,3,25,43,244,197,455
147600,147600.0,-666800,-666800.0,-666800,0,0,0,0,1,25,39,246,201,432
172500,172500.0,-641900,-641900.0,-641900,0,0,0,1,2,21,48,263,191,440
